Busca Local + Mutação Alta,826.8,879.5,887.8,890.8,892.7,896.1,897.3,898.1,901.6,902.1,904.2,905.8,905.8,906.5,906.9,907.8,908.0,908.3,909.0,909.7,909.7
Mutação Alta,828.8,830.4,830.9,831.5,833.5,833.7,834.1,834.2,834.8,835.1,835.1,835.2,835.5,835.6,835.9,836.2,836.6,836.8,837.2,837.6,842.4
Mutação Uniforme,827.4,828.8,830.4,831.4,831.9,832.1,832.5,833.4,833.4,833.9,833.9,834.6,834.9,835.1,835.1,835.2,835.3,835.5,835.6,836.1,840.1
