Busca Local + Mutação Alta,2287.3,2409.7,2419.9,2426.1,2430.1,2432.6,2437.6,2440.7,2443.9,2446.2,2449.1,2450.8,2452.3,2455.0,2456.0,2456.4,2458.2,2459.1,2459.5,2460.9,2461.4
Mutação Alta,2282.7,2286.2,2287.9,2290.2,2291.2,2291.6,2293.2,2294.3,2295.3,2296.2,2296.6,2297.1,2298.0,2299.1,2299.9,2300.3,2300.4,2300.9,2301.0,2301.2,2309.8
Mutação Uniforme,2287.0,2288.5,2289.8,2291.6,2293.5,2294.1,2294.3,2295.8,2296.8,2298.0,2298.5,2298.8,2299.0,2300.1,2300.5,2300.8,2300.8,2301.3,2301.5,2301.5,2309.1
