Busca Local + Mutação Alta,335.9,358.0,360.5,361.9,363.3,364.3,364.9,365.8,366.0,366.7,366.8,367.0,367.5,367.8,368.0,368.0,368.1,368.1,368.1,368.2,368.3
Mutação Alta,335.1,336.2,336.7,337.2,337.7,338.3,338.7,338.8,339.0,339.6,339.8,339.9,340.1,340.1,340.5,340.7,340.8,341.1,341.6,341.8,343.5
Mutação Uniforme,336.6,337.4,338.1,338.7,338.9,339.3,339.5,339.8,340.0,340.1,340.2,340.5,340.7,340.8,341.0,341.2,341.3,341.5,341.8,341.8,343.9
