Busca Local + Mutação Alta,1155.6,1215.8,1224.1,1227.2,1230.5,1234.5,1236.9,1238.4,1239.7,1241.1,1243.1,1244.3,1244.8,1245.3,1245.5,1246.1,1246.5,1247.2,1247.8,1248.8,1248.9
Mutação Alta,1151.7,1152.9,1154.8,1155.5,1156.3,1157.2,1158.1,1158.9,1159.8,1160.1,1160.4,1160.5,1160.7,1161.1,1161.7,1161.8,1162.3,1163.1,1163.1,1163.3,1169.6
Mutação Uniforme,1152.2,1153.4,1154.6,1156.2,1156.2,1156.6,1157.2,1157.7,1157.8,1158.1,1158.6,1158.9,1159.1,1159.2,1160.6,1161.4,1162.3,1162.7,1162.8,1162.8,1167.5
