Busca Local + Mutação Alta,2120.4,2226.6,2237.9,2245.8,2250.2,2254.2,2256.9,2258.7,2262.8,2263.4,2265.8,2267.8,2268.4,2271.0,2273.3,2276.1,2277.2,2278.8,2279.6,2280.4,2280.4
Mutação Alta,2127.4,2128.8,2130.0,2130.8,2132.2,2132.2,2133.4,2133.5,2134.1,2134.6,2135.3,2136.3,2137.0,2138.0,2138.3,2139.2,2139.6,2139.8,2140.0,2141.0,2148.5
Mutação Uniforme,2124.6,2125.9,2126.3,2128.2,2129.7,2131.1,2132.5,2134.3,2134.8,2135.4,2135.4,2135.8,2135.8,2136.0,2137.2,2137.2,2137.3,2138.0,2138.0,2138.6,2146.1
