Busca Local + Mutação Alta,501.9,541.8,544.6,545.8,546.5,547.6,548.1,549.1,550.1,551.3,551.7,552.3,552.5,552.9,553.2,553.4,553.9,554.4,554.5,554.6,554.6
Mutação Alta,502.2,502.6,503.2,503.7,504.4,505.3,505.8,506.4,506.6,506.8,507.4,507.5,507.6,508.0,508.5,508.6,508.7,509.2,509.4,509.6,513.1
Mutação Uniforme,501.2,502.0,502.3,503.7,504.3,504.9,505.8,506.3,506.4,506.9,507.4,507.4,507.6,508.2,508.5,508.5,508.6,508.8,508.8,509.0,511.6
