Busca Local + Mutação Alta,2604.7,2720.1,2730.0,2744.7,2751.4,2755.0,2760.7,2763.4,2767.1,2771.7,2774.2,2776.6,2779.2,2782.3,2783.5,2785.2,2785.6,2787.2,2789.0,2789.6,2789.8
Mutação Alta,2605.7,2609.3,2610.3,2611.7,2612.2,2613.7,2614.8,2616.0,2617.2,2617.9,2619.1,2619.3,2619.3,2620.0,2620.6,2620.9,2621.0,2621.6,2621.7,2621.9,2631.6
Mutação Uniforme,2608.7,2611.2,2612.6,2613.0,2614.0,2615.8,2616.2,2617.0,2618.3,2619.0,2619.8,2619.8,2619.9,2620.5,2621.3,2621.9,2621.9,2622.2,2622.2,2622.3,2631.1
