Busca Local + Mutação Alta,2442.9,2577.5,2585.4,2591.6,2596.7,2601.2,2604.4,2607.0,2612.7,2613.4,2617.9,2619.6,2621.8,2624.0,2626.6,2629.5,2632.5,2633.3,2633.8,2634.5,2634.5
Mutação Alta,2445.9,2447.1,2449.3,2450.8,2453.0,2455.1,2455.9,2456.5,2457.2,2458.4,2458.6,2459.6,2460.0,2460.0,2460.7,2461.8,2461.8,2462.4,2462.4,2462.9,2471.0
Mutação Uniforme,2448.4,2450.4,2451.1,2452.8,2453.6,2454.9,2455.7,2456.5,2457.1,2457.9,2458.6,2458.9,2459.5,2459.7,2460.3,2460.6,2460.8,2461.4,2461.7,2462.0,2472.4
