Busca Local + Mutação Alta,334.8,357.9,360.3,361.6,362.8,363.7,364.3,365.0,365.6,365.9,366.1
Mutação Alta,335.3,336.4,336.9,337.4,338.1,338.4,339.1,339.4,339.7,339.9,342.3
Mutação Uniforme,336.6,337.0,337.7,338.5,338.9,339.6,339.9,340.2,340.5,340.8,343.9
