Busca Local + Mutação Alta,501.2,542.1,545.5,547.3,548.8,549.8,550.9,551.5,552.6,552.7,552.7
Mutação Alta,503.3,503.8,504.4,504.9,505.1,505.4,505.8,506.4,507.2,507.4,512.3
Mutação Uniforme,500.6,501.7,502.4,503.1,503.7,504.0,504.2,504.3,504.8,505.2,508.9
