Busca Local + Mutação Alta,2768.9,2905.7,2913.2,2919.3,2923.7,2929.0,2931.1,2937.4,2939.5,2943.1,2943.1
Mutação Alta,2767.4,2769.6,2771.8,2774.1,2776.3,2777.4,2777.8,2778.1,2779.0,2779.7,2790.8
Mutação Uniforme,2772.8,2774.2,2775.4,2777.9,2779.2,2780.4,2780.9,2781.9,2782.9,2783.7,2797.5
