Busca Local + Mutação Alta,1478.9,1556.3,1559.3,1563.1,1569.5,1572.5,1574.3,1578.0,1580.8,1583.7,1584.1
Mutação Alta,1478.4,1479.2,1480.2,1482.4,1482.5,1483.2,1483.4,1483.8,1484.1,1484.7,1490.2
Mutação Uniforme,1475.6,1477.9,1479.1,1480.3,1481.6,1482.0,1482.8,1483.9,1483.9,1484.3,1491.0
