Busca Local + Mutação Alta,2607.3,2723.6,2739.2,2747.2,2752.0,2757.8,2764.7,2768.5,2769.0,2772.5,2772.9
Mutação Alta,2609.1,2610.2,2612.6,2613.8,2614.4,2615.6,2616.8,2618.2,2618.6,2619.6,2626.9
Mutação Uniforme,2607.6,2608.9,2610.4,2612.2,2613.9,2614.8,2615.0,2615.7,2616.4,2617.1,2626.5
