Busca Local + Mutação Alta,987.4,1039.2,1044.0,1047.4,1051.1,1053.1,1054.8,1056.2,1056.6,1058.2,1058.2
Mutação Alta,987.7,989.2,991.0,991.4,993.2,993.8,994.6,994.9,995.7,996.5,1002.1
Mutação Uniforme,987.4,989.5,990.7,991.1,991.4,991.8,992.5,993.7,994.2,995.2,1002.0
