Busca Local + Mutação Alta,1964.3,2063.8,2070.6,2079.2,2085.4,2089.1,2091.5,2094.4,2096.7,2099.7,2099.7
Mutação Alta,1962.3,1963.0,1965.1,1967.1,1967.8,1968.9,1970.4,1971.2,1971.8,1973.0,1981.5
Mutação Uniforme,1962.5,1966.0,1967.6,1967.8,1969.5,1971.3,1972.3,1972.9,1973.2,1973.7,1983.8
