Busca Local + Mutação Alta,3252.9,3389.5,3400.4,3415.2,3418.7,3422.0,3428.3,3435.5,3438.3,3440.3,3440.6
Mutação Alta,3250.0,3253.4,3254.7,3255.6,3257.8,3258.5,3259.8,3263.6,3264.5,3265.4,3279.2
Mutação Uniforme,3254.7,3257.3,3258.4,3259.9,3261.3,3261.8,3263.0,3263.5,3264.4,3265.0,3277.0
