Busca Local + Mutação Alta,1314.5,1385.7,1390.7,1394.4,1399.9,1402.7,1404.9,1408.5,1409.2,1410.5,1410.5
Mutação Alta,1312.2,1313.9,1315.1,1316.4,1317.3,1317.7,1319.0,1319.1,1319.7,1320.4,1327.1
Mutação Uniforme,1312.4,1313.9,1315.6,1316.0,1317.0,1318.6,1319.6,1320.2,1320.7,1321.2,1327.0
