Busca Local + Mutação Alta,2288.8,2408.4,2417.3,2424.3,2430.3,2433.6,2435.8,2440.1,2443.5,2446.2,2446.2
Mutação Alta,2287.2,2288.0,2290.0,2290.4,2291.2,2291.9,2292.7,2293.7,2294.4,2295.0,2304.5
Mutação Uniforme,2285.8,2287.6,2289.3,2291.0,2293.0,2294.1,2294.9,2294.9,2295.6,2296.0,2304.5
