Busca Local + Mutação Alta,2452.6,2578.0,2591.4,2595.8,2600.3,2602.7,2606.4,2608.3,2611.1,2614.3,2614.5
Mutação Alta,2446.3,2449.0,2449.5,2450.8,2452.7,2453.0,2454.1,2455.9,2457.0,2457.4,2466.7
Mutação Uniforme,2446.5,2449.4,2450.7,2451.3,2452.5,2453.5,2454.8,2456.8,2457.5,2458.7,2469.8
