Busca Local + Mutação Alta,1800.7,1891.2,1901.3,1909.7,1916.0,1922.0,1924.3,1928.0,1932.8,1936.0,1936.2
Mutação Alta,1800.1,1801.9,1804.2,1804.7,1805.4,1806.6,1807.6,1808.2,1808.8,1808.9,1816.8
Mutação Uniforme,1802.6,1803.6,1805.9,1806.9,1807.4,1807.9,1808.0,1808.3,1808.6,1808.8,1814.5
