Busca Local + Mutação Alta,1154.7,1219.2,1225.2,1229.6,1232.7,1235.5,1237.8,1239.3,1241.1,1242.2,1242.2
Mutação Alta,1150.7,1152.5,1154.5,1154.9,1155.6,1156.2,1157.0,1157.8,1158.7,1159.1,1166.1
Mutação Uniforme,1150.6,1152.3,1153.7,1154.4,1154.5,1154.9,1155.8,1156.7,1157.3,1157.9,1162.6
