Busca Local + Mutação Alta,2120.6,2231.8,2242.7,2245.2,2249.6,2254.3,2258.6,2262.0,2264.3,2265.2,2265.9
Mutação Alta,2128.2,2130.4,2131.7,2132.8,2133.9,2134.4,2134.8,2135.8,2136.6,2137.1,2143.8
Mutação Uniforme,2124.5,2127.2,2128.3,2130.9,2132.6,2133.2,2134.0,2135.0,2136.5,2136.5,2141.8
