Busca Local + Mutação Alta,665.5,701.7,705.8,707.5,708.7,710.1,711.3,713.2,714.6,716.5,716.5
Mutação Alta,663.5,664.5,665.0,665.7,666.2,666.5,667.2,668.0,668.3,668.7,673.0
Mutação Uniforme,662.8,663.4,664.9,665.5,665.8,666.7,667.0,667.3,667.6,668.0,672.2
